Newspaper,Heading,Category,Date,Time,URL
Indian Express,Amitabh Bachchan’s Twitter account hacked,bollywood,2019-06-11,00:29:53,https://indianexpress.com/article/entertainment/bollywood/amitabh-bachchans-twitter-account-hacked-5774146/
Indian Express,Kick 2: Sajid Nadiadwala to return as director for Salman Khan film,bollywood,2019-06-10,18:14:04,https://indianexpress.com/article/entertainment/bollywood/kick-2-sajid-nadiadwala-to-return-as-director-5773647/
Indian Express,"Yuvraj Singh retirement: Neha Dhupia, Anupam Kher and others thank cricketer",bollywood,2019-06-10,17:49:31,https://indianexpress.com/article/entertainment/bollywood/yuvraj-singh-international-cricket-retirement-bollywood-reactions-tweets-5773399/
Indian Express,LiveBharat box office collection Day 5: Salman Khan starrer earns Rs 150.10 crore,bollywood,2019-06-10,16:08:00,https://indianexpress.com/article/entertainment/bollywood/box-office-collection/bharat-day-5-salman-khan-5772163/
Indian Express,Deepika Padukone joins Ranveer Singh in 83,bollywood,2019-06-10,15:31:43,https://indianexpress.com/article/entertainment/bollywood/deepika-padukone-joins-ranveer-singh-in-83-5773305/
Indian Express,"Madhuri Dixit holidays with family in Rome, see photos",bollywood,2019-06-10,15:23:26,https://indianexpress.com/article/entertainment/bollywood/madhuri-dixit-holidays-family-rome-see-photos-5771969/
Indian Express,Female audience are getting tired of being portrayed as stupid and dumb: Taapsee Pannu,bollywood,2019-06-10,14:39:57,https://indianexpress.com/article/entertainment/bollywood/taapsee-pannu-game-over-film-5773203/
Indian Express,Vicky Kaushal to star in Karan Johar’s horror film Bhoot Part One The Haunted Ship,bollywood,2019-06-10,12:33:25,https://indianexpress.com/article/entertainment/bollywood/vicky-kaushal-bhoot-part-one-the-haunted-ship-horror-karan-johar-5772740/
Indian Express,LiveBharat box office collection Day 4: Salman-Katrina starrer earns Rs 122.20 crore,bollywood,2019-06-09,18:00:28,https://indianexpress.com/article/entertainment/bollywood/box-office-collection/bharat-day-4-salman-khan-5771184/
Indian Express,"Amitabh Bachchan’s secretary Sheetal Jain dies at 77, actor remembers close aide",bollywood,2019-06-09,16:24:39,https://indianexpress.com/article/entertainment/bollywood/amitabh-bachchan-secretary-sheetal-jain-dies-at-77-actor-remembers-close-aide-5772095/
