Source,Heading,Category,Date,Time,URL,Cluster,cluster_similarity_value
Times of India, Flight forced to turn back after mother forgets baby at Jeddah airport,"mad, mad world",2019-06-11,01:09,https://timesofindia.indiatimes.com/world/mad-mad-world/flight-forced-to-turn-back-after-mother-forgets-baby-at-jeddah-airport/articleshow/68371658.cms,8,0.25
Times of India, Japanese arrested for reportedly caging son for 20 years,"mad, mad world",2019-06-11,01:09,https://timesofindia.indiatimes.com/world/mad-mad-world/japanese-arrested-for-reportedly-caging-son-for-20-years/articleshow/63685449.cms,8,0.25
Times of India, Pune man Shridhar Chillal to finally cut fingernails after 66 years,"mad, mad world",2019-06-11,01:09,https://timesofindia.indiatimes.com/world/mad-mad-world/pune-man-will-finally-cut-his-fingernails-after-66-years/articleshow/64945216.cms,8,0.22
Times of India, Love hormone with less complications created,"mad, mad world",2019-06-11,01:09,https://timesofindia.indiatimes.com/world/mad-mad-world/love-hormone-with-less-complications-created/articleshow/62054493.cms,9,0.5
Times of India, At the spelling bee the most common sound is the toughest,"mad, mad world",2019-06-11,01:09,https://timesofindia.indiatimes.com/world/mad-mad-world/at-the-spelling-bee-the-most-common-sound-is-the-toughest/articleshow/69497820.cms,10,1.0
Times of India, Hip hop best bet for a cheese that will please Swiss study,"mad, mad world",2019-06-11,01:09,https://timesofindia.indiatimes.com/world/mad-mad-world/hip-hop-best-bet-for-a-cheese-that-will-please-swiss-study/articleshow/68436455.cms,11,1.0
Times of India, Couple in illicit relationship take lives by electrocution,"mad, mad world",2019-06-11,01:09,https://timesofindia.indiatimes.com/world/mad-mad-world/couple-in-illicit-relationship-take-lives-by-electrocution/articleshow/65753605.cms,12,1.0
Times of India, Police New Mexico driver fled and said I dont think so,"mad, mad world",2019-06-11,01:09,https://timesofindia.indiatimes.com/world/mad-mad-world/police-new-mexico-driver-fled-and-said-i-dont-think-so/articleshow/69309418.cms,13,1.0
Times of India, Larvae for lunch Danish scientists try to put mealworm on the menu,"mad, mad world",2019-06-11,01:09,https://timesofindia.indiatimes.com/world/mad-mad-world/larvae-for-lunch-danish-scientists-try-to-put-mealworm-on-the-menu/articleshow/69596551.cms,14,0.55
Times of India, Man rides horse to office on his last day of work,"mad, mad world",2019-06-11,01:09,https://timesofindia.indiatimes.com/world/mad-mad-world/man-rides-horse-to-office-on-his-last-day-of-work/articleshow/64604381.cms,15,0.53
